,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
75,0 days 01:25:16.706000,PIA,81,0 days 00:01:29.557000,18.0,1.0,,,17.908,38.607,33.042,0 days 01:24:05.057000,0 days 01:24:43.664000,0 days 01:25:16.706000,289.0,296.0,210.0,306.0,False,HARD,18.0,True,McLaren,0 days 01:23:47.149000,2025-12-07 13:28:54.212,1,2.0,False,,False,True,89.557,89.557
76,0 days 01:26:46.304000,PIA,81,0 days 00:01:29.598000,19.0,1.0,,,17.867,38.683,33.048,0 days 01:25:34.573000,0 days 01:26:13.256000,0 days 01:26:46.304000,,297.0,209.0,305.0,False,HARD,19.0,True,McLaren,0 days 01:25:16.706000,2025-12-07 13:30:23.769,1,2.0,False,,False,True,89.598,89.598
77,0 days 01:28:16.196000,PIA,81,0 days 00:01:29.892000,20.0,1.0,,,18.025,38.808,33.059,0 days 01:27:04.329000,0 days 01:27:43.137000,0 days 01:28:16.196000,,297.0,211.0,305.0,False,HARD,20.0,True,McLaren,0 days 01:26:46.304000,2025-12-07 13:31:53.367,1,2.0,False,,False,True,89.892,89.892
78,0 days 01:29:45.780000,PIA,81,0 days 00:01:29.584000,21.0,1.0,,,17.857,38.564,33.163,0 days 01:28:34.053000,0 days 01:29:12.617000,0 days 01:29:45.780000,290.0,296.0,209.0,304.0,False,HARD,21.0,True,McLaren,0 days 01:28:16.196000,2025-12-07 13:33:23.259,1,2.0,False,,False,True,89.584,89.584
79,0 days 01:31:15.283000,PIA,81,0 days 00:01:29.503000,22.0,1.0,,,17.891,38.669,32.943,0 days 01:30:03.671000,0 days 01:30:42.340000,0 days 01:31:15.283000,,298.0,210.0,304.0,False,HARD,22.0,True,McLaren,0 days 01:29:45.780000,2025-12-07 13:34:52.843,1,2.0,False,,False,True,89.503,89.50299999999999
80,0 days 01:32:44.798000,PIA,81,0 days 00:01:29.515000,23.0,1.0,,,17.844,38.63,33.041,0 days 01:31:33.127000,0 days 01:32:11.757000,0 days 01:32:44.798000,291.0,295.0,211.0,303.0,False,HARD,23.0,True,McLaren,0 days 01:31:15.283000,2025-12-07 13:36:22.346,1,2.0,False,,False,True,89.515,89.515
81,0 days 01:34:14.233000,PIA,81,0 days 00:01:29.435000,24.0,1.0,,,17.841,38.71,32.884,0 days 01:33:02.639000,0 days 01:33:41.349000,0 days 01:34:14.233000,288.0,295.0,211.0,301.0,False,HARD,24.0,True,McLaren,0 days 01:32:44.798000,2025-12-07 13:37:51.861,1,1.0,False,,False,True,89.435,89.435
82,0 days 01:35:43.494000,PIA,81,0 days 00:01:29.261000,25.0,1.0,,,17.849,38.617,32.795,0 days 01:34:32.082000,0 days 01:35:10.699000,0 days 01:35:43.494000,290.0,295.0,211.0,302.0,False,HARD,25.0,True,McLaren,0 days 01:34:14.233000,2025-12-07 13:39:21.296,1,1.0,False,,False,True,89.261,89.261
83,0 days 01:37:12.986000,PIA,81,0 days 00:01:29.492000,26.0,1.0,,,17.871,38.773,32.848,0 days 01:36:01.365000,0 days 01:36:40.138000,0 days 01:37:12.986000,,294.0,211.0,301.0,False,HARD,26.0,True,McLaren,0 days 01:35:43.494000,2025-12-07 13:40:50.557,1,1.0,False,,False,True,89.492,89.492
84,0 days 01:38:42.285000,PIA,81,0 days 00:01:29.299000,27.0,1.0,,,17.829,38.604,32.866,0 days 01:37:30.815000,0 days 01:38:09.419000,0 days 01:38:42.285000,288.0,292.0,210.0,301.0,False,HARD,27.0,True,McLaren,0 days 01:37:12.986000,2025-12-07 13:42:20.049,1,1.0,False,,False,True,89.299,89.299
85,0 days 01:40:11.289000,PIA,81,0 days 00:01:29.004000,28.0,1.0,,,17.814,38.581,32.609,0 days 01:39:00.099000,0 days 01:39:38.680000,0 days 01:40:11.289000,290.0,294.0,211.0,302.0,True,HARD,28.0,True,McLaren,0 days 01:38:42.285000,2025-12-07 13:43:49.348,1,1.0,False,,False,True,89.004,89.004
86,0 days 01:41:40.216000,PIA,81,0 days 00:01:28.927000,29.0,1.0,,,17.763,38.444,32.72,0 days 01:40:29.052000,0 days 01:41:07.496000,0 days 01:41:40.216000,289.0,295.0,210.0,303.0,True,HARD,29.0,True,McLaren,0 days 01:40:11.289000,2025-12-07 13:45:18.352,1,1.0,False,,False,True,88.927,88.927
87,0 days 01:43:09.335000,PIA,81,0 days 00:01:29.119000,30.0,1.0,,,17.841,38.585,32.693,0 days 01:41:58.057000,0 days 01:42:36.642000,0 days 01:43:09.335000,290.0,297.0,211.0,305.0,False,HARD,30.0,True,McLaren,0 days 01:41:40.216000,2025-12-07 13:46:47.279,1,1.0,True,TRACK LIMITS AT TURN 1 LAP 30 ,False,True,89.119,89.119
88,0 days 01:44:38.318000,PIA,81,0 days 00:01:28.983000,31.0,1.0,,,17.809,38.5,32.674,0 days 01:43:27.144000,0 days 01:44:05.644000,0 days 01:44:38.318000,291.0,296.0,212.0,302.0,False,HARD,31.0,True,McLaren,0 days 01:43:09.335000,2025-12-07 13:48:16.398,1,1.0,False,,False,True,88.983,88.983
89,0 days 01:46:07.319000,PIA,81,0 days 00:01:29.001000,32.0,1.0,,,17.747,38.511,32.743,0 days 01:44:56.065000,0 days 01:45:34.576000,0 days 01:46:07.319000,290.0,294.0,213.0,301.0,False,HARD,32.0,True,McLaren,0 days 01:44:38.318000,2025-12-07 13:49:45.381,1,1.0,False,,False,True,89.001,89.001
90,0 days 01:47:36.321000,PIA,81,0 days 00:01:29.002000,33.0,1.0,,,17.662,38.664,32.676,0 days 01:46:24.981000,0 days 01:47:03.645000,0 days 01:47:36.321000,,296.0,213.0,302.0,False,HARD,33.0,True,McLaren,0 days 01:46:07.319000,2025-12-07 13:51:14.382,1,1.0,False,,False,True,89.002,89.00200000000001
91,0 days 01:49:05.634000,PIA,81,0 days 00:01:29.313000,34.0,1.0,,,17.743,38.75,32.82,0 days 01:47:54.064000,0 days 01:48:32.814000,0 days 01:49:05.634000,291.0,296.0,212.0,301.0,False,HARD,34.0,True,McLaren,0 days 01:47:36.321000,2025-12-07 13:52:43.384,1,1.0,False,,False,True,89.313,89.31299999999999
92,0 days 01:50:34.811000,PIA,81,0 days 00:01:29.177000,35.0,1.0,,,17.757,38.74,32.68,0 days 01:49:23.391000,0 days 01:50:02.131000,0 days 01:50:34.811000,290.0,295.0,213.0,302.0,False,HARD,35.0,True,McLaren,0 days 01:49:05.634000,2025-12-07 13:54:12.697,1,1.0,False,,False,True,89.177,89.17699999999999
93,0 days 01:52:03.820000,PIA,81,0 days 00:01:29.009000,36.0,1.0,,,17.703,38.667,32.639,0 days 01:50:52.514000,0 days 01:51:31.181000,0 days 01:52:03.820000,,296.0,212.0,305.0,False,HARD,36.0,True,McLaren,0 days 01:50:34.811000,2025-12-07 13:55:41.874,1,1.0,False,,False,True,89.009,89.00900000000001
94,0 days 01:53:32.946000,PIA,81,0 days 00:01:29.126000,37.0,1.0,,,17.732,38.71,32.684,0 days 01:52:21.552000,0 days 01:53:00.262000,0 days 01:53:32.946000,,294.0,213.0,304.0,False,HARD,37.0,True,McLaren,0 days 01:52:03.820000,2025-12-07 13:57:10.883,1,1.0,False,,False,True,89.126,89.126
95,0 days 01:55:02.052000,PIA,81,0 days 00:01:29.106000,38.0,1.0,,,17.759,38.708,32.639,0 days 01:53:50.705000,0 days 01:54:29.413000,0 days 01:55:02.052000,291.0,294.0,212.0,302.0,False,HARD,38.0,True,McLaren,0 days 01:53:32.946000,2025-12-07 13:58:40.009,1,1.0,False,,False,True,89.106,89.106
96,0 days 01:56:31.312000,PIA,81,0 days 00:01:29.260000,39.0,1.0,,,17.688,38.68,32.892,0 days 01:55:19.740000,0 days 01:55:58.420000,0 days 01:56:31.312000,,294.0,209.0,302.0,False,HARD,39.0,True,McLaren,0 days 01:55:02.052000,2025-12-07 14:00:09.115,1,1.0,False,,False,True,89.26,89.25999999999999
97,0 days 01:58:00.700000,PIA,81,0 days 00:01:29.388000,40.0,1.0,,,17.796,38.701,32.891,0 days 01:56:49.108000,0 days 01:57:27.809000,0 days 01:58:00.700000,292.0,298.0,215.0,303.0,False,HARD,40.0,True,McLaren,0 days 01:56:31.312000,2025-12-07 14:01:38.375,1,1.0,False,,False,True,89.388,89.388
98,0 days 01:59:33.423000,PIA,81,0 days 00:01:32.723000,41.0,1.0,,0 days 01:59:32.422000,17.759,38.944,36.02,0 days 01:58:18.459000,0 days 01:58:57.403000,0 days 01:59:33.423000,291.0,312.0,,310.0,False,HARD,41.0,True,McLaren,0 days 01:58:00.700000,2025-12-07 14:03:07.763,1,2.0,False,,False,False,92.723,92.72300000000001
99,0 days 02:01:21.790000,PIA,81,0 days 00:01:48.367000,42.0,2.0,0 days 01:59:54.028000,,38.028,38.313,32.026,0 days 02:00:11.451000,0 days 02:00:49.764000,0 days 02:01:21.790000,287.0,293.0,218.0,299.0,False,MEDIUM,1.0,True,McLaren,0 days 01:59:33.423000,2025-12-07 14:04:40.486,1,2.0,False,,False,False,108.367,108.36700000000002
100,0 days 02:02:49.159000,PIA,81,0 days 00:01:27.369000,43.0,2.0,,,17.712,38.069,31.588,0 days 02:01:39.502000,0 days 02:02:17.571000,0 days 02:02:49.159000,288.0,292.0,217.0,299.0,True,MEDIUM,2.0,True,McLaren,0 days 02:01:21.790000,2025-12-07 14:06:28.853,1,2.0,False,,False,True,87.369,87.369
101,0 days 02:04:15.924000,PIA,81,0 days 00:01:26.765000,44.0,2.0,,,17.512,37.82,31.433,0 days 02:03:06.671000,0 days 02:03:44.491000,0 days 02:04:15.924000,291.0,295.0,216.0,303.0,True,MEDIUM,3.0,True,McLaren,0 days 02:02:49.159000,2025-12-07 14:07:56.222,1,2.0,False,,False,True,86.765,86.765
102,0 days 02:05:43.316000,PIA,81,0 days 00:01:27.392000,45.0,2.0,,,17.442,38.1,31.85,0 days 02:04:33.366000,0 days 02:05:11.466000,0 days 02:05:43.316000,,290.0,216.0,301.0,False,MEDIUM,4.0,True,McLaren,0 days 02:04:15.924000,2025-12-07 14:09:22.987,1,2.0,False,,False,True,87.392,87.392
103,0 days 02:07:10.281000,PIA,81,0 days 00:01:26.965000,46.0,2.0,,,17.455,38.01,31.5,0 days 02:06:00.771000,0 days 02:06:38.781000,0 days 02:07:10.281000,,292.0,216.0,302.0,False,MEDIUM,5.0,True,McLaren,0 days 02:05:43.316000,2025-12-07 14:10:50.379,1,2.0,False,,False,True,86.965,86.965
104,0 days 02:08:37.275000,PIA,81,0 days 00:01:26.994000,47.0,2.0,,,17.373,38.021,31.6,0 days 02:07:27.654000,0 days 02:08:05.675000,0 days 02:08:37.275000,,292.0,215.0,302.0,False,MEDIUM,6.0,True,McLaren,0 days 02:07:10.281000,2025-12-07 14:12:17.344,1,2.0,False,,False,True,86.994,86.994
105,0 days 02:10:04.297000,PIA,81,0 days 00:01:27.022000,48.0,2.0,,,17.399,37.94,31.683,0 days 02:08:54.674000,0 days 02:09:32.614000,0 days 02:10:04.297000,293.0,295.0,216.0,304.0,False,MEDIUM,7.0,True,McLaren,0 days 02:08:37.275000,2025-12-07 14:13:44.338,1,2.0,False,,False,True,87.022,87.02199999999999
106,0 days 02:11:31.409000,PIA,81,0 days 00:01:27.112000,49.0,2.0,,,17.286,38.044,31.782,0 days 02:10:21.583000,0 days 02:10:59.627000,0 days 02:11:31.409000,294.0,295.0,216.0,305.0,False,MEDIUM,8.0,True,McLaren,0 days 02:10:04.297000,2025-12-07 14:15:11.360,1,2.0,False,,False,True,87.112,87.112
107,0 days 02:12:58.448000,PIA,81,0 days 00:01:27.039000,50.0,2.0,,,17.325,38.053,31.661,0 days 02:11:48.734000,0 days 02:12:26.787000,0 days 02:12:58.448000,293.0,296.0,214.0,304.0,False,MEDIUM,9.0,True,McLaren,0 days 02:11:31.409000,2025-12-07 14:16:38.472,1,2.0,False,,False,True,87.039,87.039
108,0 days 02:14:25.760000,PIA,81,0 days 00:01:27.312000,51.0,2.0,,,17.37,38.196,31.746,0 days 02:13:15.818000,0 days 02:13:54.014000,0 days 02:14:25.760000,,294.0,216.0,304.0,False,MEDIUM,10.0,True,McLaren,0 days 02:12:58.448000,2025-12-07 14:18:05.511,1,2.0,False,,False,True,87.312,87.312
109,0 days 02:15:53.258000,PIA,81,0 days 00:01:27.498000,52.0,2.0,,,17.383,38.202,31.913,0 days 02:14:43.143000,0 days 02:15:21.345000,0 days 02:15:53.258000,294.0,293.0,215.0,302.0,False,MEDIUM,11.0,True,McLaren,0 days 02:14:25.760000,2025-12-07 14:19:32.823,1,2.0,False,,False,True,87.498,87.49799999999999
110,0 days 02:17:20.785000,PIA,81,0 days 00:01:27.527000,53.0,2.0,,,17.472,38.14,31.915,0 days 02:16:10.730000,0 days 02:16:48.870000,0 days 02:17:20.785000,293.0,296.0,213.0,304.0,False,MEDIUM,12.0,True,McLaren,0 days 02:15:53.258000,2025-12-07 14:21:00.321,1,2.0,False,,False,True,87.527,87.527
111,0 days 02:18:48.529000,PIA,81,0 days 00:01:27.744000,54.0,2.0,,,17.532,38.127,32.085,0 days 02:17:38.317000,0 days 02:18:16.444000,0 days 02:18:48.529000,,297.0,215.0,305.0,False,MEDIUM,13.0,True,McLaren,0 days 02:17:20.785000,2025-12-07 14:22:27.848,1,2.0,False,,False,True,87.744,87.744
112,0 days 02:20:16.319000,PIA,81,0 days 00:01:27.790000,55.0,2.0,,,17.483,38.25,32.057,0 days 02:19:06.012000,0 days 02:19:44.262000,0 days 02:20:16.319000,292.0,293.0,212.0,302.0,False,MEDIUM,14.0,True,McLaren,0 days 02:18:48.529000,2025-12-07 14:23:55.592,1,2.0,False,,False,True,87.79,87.79
113,0 days 02:21:44.317000,PIA,81,0 days 00:01:27.998000,56.0,2.0,,,17.45,38.254,32.294,0 days 02:20:33.769000,0 days 02:21:12.023000,0 days 02:21:44.317000,295.0,295.0,212.0,307.0,False,MEDIUM,15.0,True,McLaren,0 days 02:20:16.319000,2025-12-07 14:25:23.382,1,2.0,False,,False,True,87.998,87.99799999999999
114,0 days 02:23:12.723000,PIA,81,0 days 00:01:28.406000,57.0,2.0,,,17.596,38.278,32.532,0 days 02:22:01.913000,0 days 02:22:40.191000,0 days 02:23:12.723000,292.0,301.0,213.0,311.0,False,MEDIUM,16.0,True,McLaren,0 days 02:21:44.317000,2025-12-07 14:26:51.380,1,2.0,False,,False,True,88.406,88.40599999999999
115,0 days 02:24:40.797000,PIA,81,0 days 00:01:28.074000,58.0,2.0,,,17.645,38.275,32.154,0 days 02:23:30.368000,0 days 02:24:08.643000,0 days 02:24:40.797000,294.0,303.0,213.0,315.0,False,MEDIUM,17.0,True,McLaren,0 days 02:23:12.723000,2025-12-07 14:28:19.786,1,2.0,False,,False,True,88.074,88.07400000000001
116,0 days 00:59:54.686000,NOR,4,0 days 00:01:33.952000,1.0,1.0,,,,38.68,34.027,,0 days 00:59:20.896000,0 days 00:59:54.978000,286.0,295.0,214.0,305.0,False,MEDIUM,1.0,True,McLaren,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,3.0,False,,False,False,93.952,
117,0 days 01:01:24.579000,NOR,4,0 days 00:01:29.893000,2.0,1.0,,,18.3,38.239,33.354,0 days 01:00:13.052000,0 days 01:00:51.291000,0 days 01:01:24.645000,282.0,288.0,214.0,310.0,True,MEDIUM,2.0,True,McLaren,0 days 00:59:54.686000,2025-12-07 13:05:01.749,1,3.0,False,,False,True,89.893,89.893
118,0 days 01:02:54.439000,NOR,4,0 days 00:01:29.860000,3.0,1.0,,,18.056,38.536,33.268,0 days 01:01:42.701000,0 days 01:02:21.237000,0 days 01:02:54.505000,285.0,292.0,214.0,300.0,True,MEDIUM,3.0,True,McLaren,0 days 01:01:24.579000,2025-12-07 13:06:31.642,1,3.0,False,,False,True,89.86,89.86
119,0 days 01:04:24.280000,NOR,4,0 days 00:01:29.841000,4.0,1.0,,,18.031,38.55,33.26,0 days 01:03:12.536000,0 days 01:03:51.086000,0 days 01:04:24.346000,283.0,304.0,212.0,295.0,True,MEDIUM,4.0,True,McLaren,0 days 01:02:54.439000,2025-12-07 13:08:01.502,1,3.0,False,,False,True,89.841,89.841
120,0 days 01:05:54.098000,NOR,4,0 days 00:01:29.818000,5.0,1.0,,,17.917,38.762,33.139,0 days 01:04:42.263000,0 days 01:05:21.025000,0 days 01:05:54.164000,287.0,291.0,211.0,292.0,True,MEDIUM,5.0,True,McLaren,0 days 01:04:24.280000,2025-12-07 13:09:31.343,1,3.0,False,,False,True,89.818,89.81800000000001
121,0 days 01:07:23.918000,NOR,4,0 days 00:01:29.820000,6.0,1.0,,,18.113,38.582,33.125,0 days 01:06:12.277000,0 days 01:06:50.859000,0 days 01:07:23.984000,285.0,290.0,213.0,299.0,False,MEDIUM,6.0,True,McLaren,0 days 01:05:54.098000,2025-12-07 13:11:01.161,1,3.0,False,,False,True,89.82,89.82
122,0 days 01:08:53.735000,NOR,4,0 days 00:01:29.817000,7.0,1.0,,,18.053,38.655,33.109,0 days 01:07:42.037000,0 days 01:08:20.692000,0 days 01:08:53.801000,284.0,291.0,211.0,297.0,True,MEDIUM,7.0,True,McLaren,0 days 01:07:23.918000,2025-12-07 13:12:30.981,1,3.0,False,,False,True,89.817,89.81700000000001
123,0 days 01:10:23.245000,NOR,4,0 days 00:01:29.510000,8.0,1.0,,,17.997,38.429,33.084,0 days 01:09:11.798000,0 days 01:09:50.227000,0 days 01:10:23.311000,285.0,297.0,212.0,304.0,True,MEDIUM,8.0,True,McLaren,0 days 01:08:53.735000,2025-12-07 13:14:00.798,1,3.0,False,,False,True,89.51,89.51
124,0 days 01:11:52.772000,NOR,4,0 days 00:01:29.527000,9.0,1.0,,,17.897,38.657,32.973,0 days 01:10:41.208000,0 days 01:11:19.865000,0 days 01:11:52.838000,286.0,294.0,211.0,300.0,False,MEDIUM,9.0,True,McLaren,0 days 01:10:23.245000,2025-12-07 13:15:30.308,1,3.0,False,,False,True,89.527,89.52699999999999
125,0 days 01:13:22.407000,NOR,4,0 days 00:01:29.635000,10.0,1.0,,,17.958,38.627,33.05,0 days 01:12:10.796000,0 days 01:12:49.423000,0 days 01:13:22.473000,287.0,294.0,209.0,301.0,False,MEDIUM,10.0,True,McLaren,0 days 01:11:52.772000,2025-12-07 13:16:59.835,1,3.0,False,,False,True,89.635,89.63499999999999
126,0 days 01:14:52.228000,NOR,4,0 days 00:01:29.821000,11.0,1.0,,,17.95,38.68,33.191,0 days 01:13:40.423000,0 days 01:14:19.103000,0 days 01:14:52.294000,288.0,295.0,209.0,299.0,False,MEDIUM,11.0,True,McLaren,0 days 01:13:22.407000,2025-12-07 13:18:29.470,1,3.0,False,,False,True,89.821,89.821
127,0 days 01:16:21.910000,NOR,4,0 days 00:01:29.682000,12.0,1.0,,,17.967,38.585,33.13,0 days 01:15:10.261000,0 days 01:15:48.846000,0 days 01:16:21.976000,,294.0,211.0,301.0,False,MEDIUM,12.0,True,McLaren,0 days 01:14:52.228000,2025-12-07 13:19:59.291,1,3.0,False,,False,True,89.682,89.682
128,0 days 01:17:51.655000,NOR,4,0 days 00:01:29.745000,13.0,1.0,,,18.011,38.648,33.086,0 days 01:16:39.987000,0 days 01:17:18.635000,0 days 01:17:51.721000,287.0,293.0,211.0,302.0,False,MEDIUM,13.0,True,McLaren,0 days 01:16:21.910000,2025-12-07 13:21:28.973,1,3.0,False,,False,True,89.745,89.745
129,0 days 01:19:21.716000,NOR,4,0 days 00:01:30.061000,14.0,1.0,,,18.08,38.822,33.159,0 days 01:18:09.801000,0 days 01:18:48.623000,0 days 01:19:21.782000,285.0,295.0,210.0,300.0,False,MEDIUM,14.0,True,McLaren,0 days 01:17:51.655000,2025-12-07 13:22:58.718,1,3.0,False,,False,True,90.061,90.061
130,0 days 01:20:51.306000,NOR,4,0 days 00:01:29.590000,15.0,1.0,,,17.972,38.655,32.963,0 days 01:19:39.754000,0 days 01:20:18.409000,0 days 01:20:51.372000,288.0,295.0,209.0,302.0,False,MEDIUM,15.0,True,McLaren,0 days 01:19:21.716000,2025-12-07 13:24:28.779,1,3.0,False,,False,True,89.59,89.59
131,0 days 01:22:23.028000,NOR,4,0 days 00:01:31.722000,16.0,1.0,,0 days 01:22:22.132000,17.984,38.821,34.917,0 days 01:21:09.356000,0 days 01:21:48.177000,0 days 01:22:23.094000,,293.0,,301.0,False,MEDIUM,16.0,True,McLaren,0 days 01:20:51.306000,2025-12-07 13:25:58.369,1,3.0,False,,False,False,91.722,91.72200000000001
132,0 days 01:24:13.347000,NOR,4,0 days 00:01:50.319000,17.0,2.0,0 days 01:22:43.334000,,37.858,38.405,34.056,0 days 01:23:00.952000,0 days 01:23:39.357000,0 days 01:24:13.413000,289.0,296.0,214.0,313.0,False,HARD,1.0,True,McLaren,0 days 01:22:23.028000,2025-12-07 13:27:30.091,1,9.0,False,,False,False,110.319,110.319
133,0 days 01:25:43.305000,NOR,4,0 days 00:01:29.958000,18.0,2.0,,,18.213,38.198,33.547,0 days 01:24:31.626000,0 days 01:25:09.824000,0 days 01:25:43.371000,294.0,312.0,213.0,306.0,False,HARD,2.0,True,McLaren,0 days 01:24:13.347000,2025-12-07 13:29:20.410,1,7.0,False,,False,True,89.958,89.958
134,0 days 01:27:12.986000,NOR,4,0 days 00:01:29.681000,19.0,2.0,,,18.059,38.307,33.315,0 days 01:26:01.430000,0 days 01:26:39.737000,0 days 01:27:13.052000,292.0,303.0,215.0,324.0,False,HARD,3.0,True,McLaren,0 days 01:25:43.305000,2025-12-07 13:30:50.368,1,5.0,False,,False,True,89.681,89.681
135,0 days 01:28:42.514000,NOR,4,0 days 00:01:29.528000,20.0,2.0,,,17.976,38.651,32.901,0 days 01:27:31.028000,0 days 01:28:09.679000,0 days 01:28:42.580000,286.0,290.0,213.0,292.0,False,HARD,4.0,True,McLaren,0 days 01:27:12.986000,2025-12-07 13:32:20.049,1,4.0,False,,False,True,89.528,89.528
136,0 days 01:30:11.647000,NOR,4,0 days 00:01:29.133000,21.0,2.0,,,17.918,38.459,32.756,0 days 01:29:00.498000,0 days 01:29:38.957000,0 days 01:30:11.713000,287.0,291.0,215.0,298.0,True,HARD,5.0,True,McLaren,0 days 01:28:42.514000,2025-12-07 13:33:49.577,1,4.0,False,,False,True,89.133,89.13300000000001
137,0 days 01:31:40.630000,NOR,4,0 days 00:01:28.983000,22.0,2.0,,,17.928,38.27,32.785,0 days 01:30:29.641000,0 days 01:31:07.911000,0 days 01:31:40.696000,286.0,295.0,213.0,300.0,True,HARD,6.0,True,McLaren,0 days 01:30:11.647000,2025-12-07 13:35:18.710,1,4.0,False,,False,True,88.983,88.983
138,0 days 01:33:09.458000,NOR,4,0 days 00:01:28.828000,23.0,2.0,,,17.697,38.246,32.885,0 days 01:31:58.393000,0 days 01:32:36.639000,0 days 01:33:09.524000,292.0,280.0,215.0,321.0,True,HARD,7.0,True,McLaren,0 days 01:31:40.630000,2025-12-07 13:36:47.693,1,3.0,False,,False,True,88.828,88.828
139,0 days 01:34:38.333000,NOR,4,0 days 00:01:28.875000,24.0,2.0,,,17.845,38.431,32.599,0 days 01:33:27.369000,0 days 01:34:05.800000,0 days 01:34:38.399000,287.0,291.0,213.0,297.0,False,HARD,8.0,True,McLaren,0 days 01:33:09.458000,2025-12-07 13:38:16.521,1,3.0,False,,False,True,88.875,88.875
140,0 days 01:36:06.688000,NOR,4,0 days 00:01:28.355000,25.0,2.0,,,17.785,38.051,32.519,0 days 01:34:56.184000,0 days 01:35:34.235000,0 days 01:36:06.754000,289.0,295.0,215.0,302.0,True,HARD,9.0,True,McLaren,0 days 01:34:38.333000,2025-12-07 13:39:45.396,1,3.0,False,,False,True,88.355,88.35499999999999
141,0 days 01:37:35.174000,NOR,4,0 days 00:01:28.486000,26.0,2.0,,,17.909,38.157,32.42,0 days 01:36:24.663000,0 days 01:37:02.820000,0 days 01:37:35.240000,288.0,296.0,214.0,300.0,False,HARD,10.0,True,McLaren,0 days 01:36:06.688000,2025-12-07 13:41:13.751,1,3.0,False,,False,True,88.486,88.48599999999999
142,0 days 01:39:03.172000,NOR,4,0 days 00:01:27.998000,27.0,2.0,,,17.705,38.104,32.189,0 days 01:37:52.945000,0 days 01:38:31.049000,0 days 01:39:03.238000,,295.0,215.0,303.0,True,HARD,11.0,True,McLaren,0 days 01:37:35.174000,2025-12-07 13:42:42.237,1,3.0,False,,False,True,87.998,87.99799999999999
143,0 days 01:40:31.374000,NOR,4,0 days 00:01:28.202000,28.0,2.0,,,17.723,38.085,32.394,0 days 01:39:20.961000,0 days 01:39:59.046000,0 days 01:40:31.440000,,295.0,213.0,301.0,False,HARD,12.0,True,McLaren,0 days 01:39:03.172000,2025-12-07 13:44:10.235,1,3.0,False,,False,True,88.202,88.202
144,0 days 01:41:59.506000,NOR,4,0 days 00:01:28.132000,29.0,2.0,,,17.759,38.098,32.275,0 days 01:40:49.199000,0 days 01:41:27.297000,0 days 01:41:59.572000,,297.0,212.0,302.0,False,HARD,13.0,True,McLaren,0 days 01:40:31.374000,2025-12-07 13:45:38.437,1,3.0,False,,False,True,88.132,88.132
145,0 days 01:43:27.572000,NOR,4,0 days 00:01:28.066000,30.0,2.0,,,17.696,38.196,32.174,0 days 01:42:17.268000,0 days 01:42:55.464000,0 days 01:43:27.638000,290.0,297.0,215.0,304.0,False,HARD,14.0,True,McLaren,0 days 01:41:59.506000,2025-12-07 13:47:06.569,1,3.0,False,,False,True,88.066,88.066
146,0 days 01:44:55.725000,NOR,4,0 days 00:01:28.153000,31.0,2.0,,,17.643,38.096,32.414,0 days 01:43:45.281000,0 days 01:44:23.377000,0 days 01:44:55.791000,,298.0,213.0,303.0,False,HARD,15.0,True,McLaren,0 days 01:43:27.572000,2025-12-07 13:48:34.635,1,3.0,False,,False,True,88.153,88.15299999999999
147,0 days 01:46:24.099000,NOR,4,0 days 00:01:28.374000,32.0,2.0,,,17.755,38.212,32.407,0 days 01:45:13.546000,0 days 01:45:51.758000,0 days 01:46:24.165000,289.0,297.0,215.0,305.0,False,HARD,16.0,True,McLaren,0 days 01:44:55.725000,2025-12-07 13:50:02.788,1,3.0,False,,False,True,88.374,88.374
148,0 days 01:47:52.180000,NOR,4,0 days 00:01:28.081000,33.0,2.0,,,17.716,38.041,32.324,0 days 01:46:41.881000,0 days 01:47:19.922000,0 days 01:47:52.246000,288.0,299.0,213.0,304.0,False,HARD,17.0,True,McLaren,0 days 01:46:24.099000,2025-12-07 13:51:31.162,1,3.0,False,,False,True,88.081,88.08099999999999
